voyage_id,imo_number,vessel_name,vessel_type,cp_date,laycan_start,laycan_end,actual_load_date,actual_discharge_date,load_port,load_country,load_region,discharge_port,discharge_country,discharge_region,cargo_grade,cargo_qty_mt,charterer,sts_transfer,ballast_origin,laden_days,ballast_days
VYG1237,9567890,Nord Crest,Aframax,2024-03-21,2024-03-25,2024-03-29,2024-03-26,2024-04-18,Bonny,Nigeria,WAF,,,,Bonny Light,103960,Vitol Group,Y,Ulsan,23,9
VYG1238,9567890,Nord Crest,Aframax,2024-04-27,2024-05-04,2024-05-08,2024-05-05,2024-05-22,Mongstad,Norway,NS,Corpus Christi,USA,USGC,Brent Blend,109090,Mercuria Energy,N,Rotterdam,17,7
VYG1239,9567890,Nord Crest,Aframax,2024-05-27,2024-05-30,2024-06-03,2024-06-01,2024-06-21,Sullom Voe,UK,NS,Augusta,Italy,MED,Brent Blend,106583,Litasco,N,Ulsan,20,10
VYG1240,9567890,Nord Crest,Aframax,2024-06-27,2024-07-03,2024-07-07,2024-07-03,2024-07-21,Sullom Voe,UK,NS,Rotterdam,Netherlands,NWE,Brent Blend,108969,Glencore Energy,N,Rotterdam,18,11
VYG1241,9567890,Nord Crest,Aframax,2024-07-30,2024-08-06,2024-08-10,2024-08-06,2024-08-30,Primorsk,Russia,BS,Fos-sur-Mer,France,MED,Urals,108057,Mercuria Energy,N,Singapore,24,4
VYG1242,9567890,Nord Crest,Aframax,2024-09-05,2024-09-10,2024-09-14,2024-09-11,2024-10-04,Mongstad,Norway,NS,Trieste,Italy,MED,Brent Blend,102709,Chevron Products,N,Singapore,23,5
VYG1243,9567890,Nord Crest,Aframax,2024-10-09,2024-10-12,2024-10-16,2024-10-13,2024-11-03,Mongstad,Norway,NS,Antwerp,Belgium,NWE,Brent Blend,101913,Chevron Products,N,Houston,21,9
VYG1244,9567890,Nord Crest,Aframax,2024-11-11,2024-11-14,2024-11-18,2024-11-16,2024-12-07,Bonny,Nigeria,WAF,,,,Bonny Light,103238,Equinor Trading,Y,Antwerp,21,5
VYG1245,9567890,Nord Crest,Aframax,2024-12-13,2024-12-19,2024-12-23,2024-12-19,2025-01-14,Mongstad,Norway,NS,Antwerp,Belgium,NWE,Brent Blend,108189,ExxonMobil Oil,N,Ulsan,26,8
VYG1246,9578901,Nord Apex,Aframax,2022-01-01,2022-01-03,2022-01-07,2022-01-04,2022-01-23,Novorossiysk,Russia,BS,Fos-sur-Mer,France,MED,Urals,102970,Castleton Commodities,N,Houston,19,11
VYG1247,9578901,Nord Apex,Aframax,2022-01-27,2022-01-31,2022-02-04,2022-02-01,2022-02-23,Primorsk,Russia,BS,Corpus Christi,USA,USGC,Urals,112479,BP Oil International,N,Houston,22,9
VYG1248,9578901,Nord Apex,Aframax,2022-02-27,2022-03-06,2022-03-10,2022-03-06,2022-03-27,Primorsk,Russia,BS,Trieste,Italy,MED,Urals,111375,ExxonMobil Oil,N,Houston,21,10
VYG1249,9578901,Nord Apex,Aframax,2022-04-01,2022-04-06,2022-04-10,2022-04-07,2022-04-19,Primorsk,Russia,BS,Augusta,Italy,MED,Urals,103228,Vitol Group,N,Houston,12,5
VYG1250,9578901,Nord Apex,Aframax,2022-04-25,2022-04-30,2022-05-04,2022-05-01,2022-05-15,Novorossiysk,Russia,BS,Rotterdam,Netherlands,NWE,Urals,108705,Mercuria Energy,N,Antwerp,14,8
VYG1251,9578901,Nord Apex,Aframax,2022-05-19,2022-05-26,2022-05-30,2022-05-26,2022-06-24,Primorsk,Russia,BS,Trieste,Italy,MED,Urals,102294,Litasco,N,Ulsan,29,9
VYG1252,9578901,Nord Apex,Aframax,2022-07-02,2022-07-04,2022-07-08,2022-07-06,2022-07-22,Sullom Voe,UK,NS,Corpus Christi,USA,USGC,Brent Blend,106084,Trafigura,N,Rotterdam,16,6
VYG1253,9578901,Nord Apex,Aframax,2022-07-27,2022-07-29,2022-08-02,2022-07-30,2022-08-22,Bonny,Nigeria,WAF,Corpus Christi,USA,USGC,Bonny Light,110255,Castleton Commodities,N,Antwerp,23,9
VYG1254,9578901,Nord Apex,Aframax,2022-08-30,2022-09-06,2022-09-10,2022-09-08,2022-10-06,Novorossiysk,Russia,BS,Fos-sur-Mer,France,MED,Urals,109811,Chevron Products,N,Ulsan,28,7
VYG1255,9578901,Nord Apex,Aframax,2022-10-14,2022-10-20,2022-10-24,2022-10-20,2022-11-08,Mongstad,Norway,NS,Corpus Christi,USA,USGC,Brent Blend,102854,Chevron Products,N,Ulsan,19,8
VYG1256,9578901,Nord Apex,Aframax,2022-11-17,2022-11-24,2022-11-28,2022-11-24,2022-12-10,Mongstad,Norway,NS,Corpus Christi,USA,USGC,Brent Blend,101976,Castleton Commodities,N,Rotterdam,16,5
VYG1257,9578901,Nord Apex,Aframax,2022-12-17,2022-12-19,2022-12-23,2022-12-19,2022-12-29,Primorsk,Russia,BS,Augusta,Italy,MED,Urals,110108,Chevron Products,N,Ulsan,10,4
VYG1258,9578901,Nord Apex,Aframax,2023-01-02,2023-01-06,2023-01-10,2023-01-07,2023-01-31,Mongstad,Norway,NS,Rotterdam,Netherlands,NWE,Brent Blend,102888,Gunvor Group,N,Houston,24,10
VYG1259,9578901,Nord Apex,Aframax,2023-02-04,2023-02-11,2023-02-15,2023-02-11,2023-03-09,Mongstad,Norway,NS,Antwerp,Belgium,NWE,Brent Blend,110620,Glencore Energy,N,Antwerp,26,4
VYG1260,9578901,Nord Apex,Aframax,2023-03-13,2023-03-17,2023-03-21,2023-03-18,2023-04-07,Primorsk,Russia,BS,Trieste,Italy,MED,Urals,109851,Freepoint Commodities,N,Singapore,20,9
VYG1261,9578901,Nord Apex,Aframax,2023-04-12,2023-04-17,2023-04-21,2023-04-18,2023-05-13,Primorsk,Russia,BS,Augusta,Italy,MED,Urals,105430,Litasco,N,Ulsan,25,7
VYG1262,9578901,Nord Apex,Aframax,2023-05-18,2023-05-23,2023-05-27,2023-05-23,2023-06-14,Sullom Voe,UK,NS,Augusta,Italy,MED,Brent Blend,102188,TotalEnergies Trading,N,Singapore,22,10
VYG1263,9578901,Nord Apex,Aframax,2023-06-20,2023-06-23,2023-06-27,2023-06-23,2023-07-06,Novorossiysk,Russia,BS,Trieste,Italy,MED,Urals,105782,BP Oil International,N,Houston,13,9
VYG1264,9578901,Nord Apex,Aframax,2023-07-15,2023-07-22,2023-07-26,2023-07-22,2023-08-20,Sullom Voe,UK,NS,Fos-sur-Mer,France,MED,Brent Blend,105718,Equinor Trading,N,Ulsan,29,9
VYG1265,9578901,Nord Apex,Aframax,2023-08-25,2023-09-01,2023-09-05,2023-09-03,2023-10-02,Primorsk,Russia,BS,Trieste,Italy,MED,Urals,103411,Freepoint Commodities,N,Ulsan,29,8
VYG1266,9578901,Nord Apex,Aframax,2023-10-07,2023-10-11,2023-10-15,2023-10-12,2023-11-09,Sullom Voe,UK,NS,Corpus Christi,USA,USGC,Brent Blend,107713,Equinor Trading,N,Rotterdam,28,6
VYG1267,9578901,Nord Apex,Aframax,2023-11-17,2023-11-22,2023-11-26,2023-11-23,2023-12-19,Bonny,Nigeria,WAF,Trieste,Italy,MED,Forcados,101505,Castleton Commodities,N,Antwerp,26,8
VYG1268,9578901,Nord Apex,Aframax,2023-12-23,2023-12-30,2024-01-03,2023-12-31,2024-01-17,Mongstad,Norway,NS,Corpus Christi,USA,USGC,Brent Blend,106014,ExxonMobil Oil,N,Houston,17,7
VYG1269,9578901,Nord Apex,Aframax,2024-01-22,2024-01-28,2024-02-01,2024-01-28,2024-02-23,Primorsk,Russia,BS,Corpus Christi,USA,USGC,Urals,105631,BP Oil International,N,Singapore,26,10
VYG1270,9578901,Nord Apex,Aframax,2024-02-28,2024-03-01,2024-03-05,2024-03-02,2024-03-15,Sullom Voe,UK,NS,Rotterdam,Netherlands,NWE,Brent Blend,108981,Equinor Trading,N,Rotterdam,13,6
VYG1271,9578901,Nord Apex,Aframax,2024-03-24,2024-03-26,2024-03-30,2024-03-27,2024-04-06,Sullom Voe,UK,NS,Antwerp,Belgium,NWE,Brent Blend,111486,Mercuria Energy,N,Houston,10,10
VYG1272,9578901,Nord Apex,Aframax,2024-04-13,2024-04-19,2024-04-23,2024-04-19,2024-05-15,Primorsk,Russia,BS,Corpus Christi,USA,USGC,Urals,106675,Chevron Products,N,Singapore,26,11
VYG1273,9578901,Nord Apex,Aframax,2024-05-24,2024-05-31,2024-06-04,2024-06-01,2024-06-12,Novorossiysk,Russia,BS,Corpus Christi,USA,USGC,Urals,107936,Freepoint Commodities,N,Houston,11,7
VYG1274,9578901,Nord Apex,Aframax,2024-06-17,2024-06-20,2024-06-24,2024-06-22,2024-07-02,Bonny,Nigeria,WAF,Augusta,Italy,MED,Forcados,103580,Shell Trading,N,Ulsan,10,5
VYG1275,9578901,Nord Apex,Aframax,2024-07-06,2024-07-10,2024-07-14,2024-07-11,2024-07-24,Mongstad,Norway,NS,Augusta,Italy,MED,Brent Blend,111093,Vitol Group,N,Ulsan,13,5
VYG1276,9578901,Nord Apex,Aframax,2024-07-29,2024-08-02,2024-08-06,2024-08-03,2024-08-17,Sullom Voe,UK,NS,Corpus Christi,USA,USGC,Brent Blend,104245,Saudi Aramco Trading,N,Ulsan,14,4
VYG1277,9578901,Nord Apex,Aframax,2024-08-26,2024-08-31,2024-09-04,2024-09-01,2024-09-15,Sullom Voe,UK,NS,Augusta,Italy,MED,Brent Blend,111891,Vitol Group,N,Rotterdam,14,9
VYG1278,9578901,Nord Apex,Aframax,2024-09-19,2024-09-25,2024-09-29,2024-09-25,2024-10-06,Novorossiysk,Russia,BS,Rotterdam,Netherlands,NWE,Urals,102602,ExxonMobil Oil,N,Antwerp,11,4
VYG1279,9578901,Nord Apex,Aframax,2024-10-11,2024-10-18,2024-10-22,2024-10-20,2024-11-14,Sullom Voe,UK,NS,Rotterdam,Netherlands,NWE,Brent Blend,107249,Vitol Group,N,Singapore,25,5
VYG1280,9578901,Nord Apex,Aframax,2024-11-23,2024-11-27,2024-12-01,2024-11-27,2024-12-11,Bonny,Nigeria,WAF,Antwerp,Belgium,NWE,Bonny Light,112109,Freepoint Commodities,N,Antwerp,14,7
VYG1281,9578901,Nord Apex,Aframax,2024-12-15,2024-12-20,2024-12-24,2024-12-22,2025-01-17,Mongstad,Norway,NS,Trieste,Italy,MED,Brent Blend,112454,Freepoint Commodities,N,Singapore,26,6
VYG1282,9590000,Nord Venture,VLCC,2022-01-01,2022-01-06,2022-01-10,2022-01-07,2022-01-22,Basrah,Iraq,AG,Houston,USA,USGC,Arab Heavy,274086,Glencore Energy,N,Antwerp,15,11
VYG1283,9590000,Nord Venture,VLCC,2022-01-30,2022-02-04,2022-02-08,2022-02-05,2022-02-17,Ras Tanura,Saudi Arabia,AG,Singapore,Singapore,SEA,Arab Heavy,267997,TotalEnergies Trading,N,Antwerp,12,11
VYG1284,9590000,Nord Venture,VLCC,2022-02-21,2022-02-27,2022-03-03,2022-03-01,2022-03-11,Basrah,Iraq,AG,Houston,USA,USGC,Arab Heavy,274418,BP Oil International,N,Rotterdam,10,8
VYG1285,9590000,Nord Venture,VLCC,2022-03-17,2022-03-21,2022-03-25,2022-03-23,2022-04-14,Kharg Island,Iran,AG,Rotterdam,Netherlands,NWE,Basrah Light,290036,Glencore Energy,N,Singapore,22,9
VYG1286,9590000,Nord Venture,VLCC,2022-04-20,2022-04-26,2022-04-30,2022-04-26,2022-05-11,Bonny,Nigeria,WAF,Singapore,Singapore,SEA,Bonny Light,276002,TotalEnergies Trading,N,Ulsan,15,7
VYG1287,9590000,Nord Venture,VLCC,2022-05-16,2022-05-21,2022-05-25,2022-05-22,2022-06-12,Ras Tanura,Saudi Arabia,AG,Antwerp,Belgium,NWE,Iranian Heavy,272542,Saudi Aramco Trading,N,Rotterdam,21,4
VYG1288,9590000,Nord Venture,VLCC,2022-06-18,2022-06-23,2022-06-27,2022-06-23,2022-07-09,Escravos,Nigeria,WAF,Rotterdam,Netherlands,NWE,Forcados,273835,Equinor Trading,N,Ulsan,16,5
VYG1289,9590000,Nord Venture,VLCC,2022-07-18,2022-07-21,2022-07-25,2022-07-23,2022-08-13,Bonny,Nigeria,WAF,Ningbo,China,FEA,Bonny Light,269911,Equinor Trading,N,Antwerp,21,8
VYG1290,9590000,Nord Venture,VLCC,2022-08-21,2022-08-28,2022-09-01,2022-08-30,2022-09-12,Kharg Island,Iran,AG,Ningbo,China,FEA,Arab Light,263806,Litasco,N,Antwerp,13,8
VYG1291,9590000,Nord Venture,VLCC,2022-09-19,2022-09-26,2022-09-30,2022-09-28,2022-10-15,Basrah,Iraq,AG,Ulsan,South Korea,FEA,Arab Light,279493,Shell Trading,N,Houston,17,11
VYG1292,9590000,Nord Venture,VLCC,2022-10-19,2022-10-24,2022-10-28,2022-10-24,2022-11-21,Ruwais,UAE,AG,Ulsan,South Korea,FEA,Arab Light,263030,Equinor Trading,N,Houston,28,9
VYG1293,9590000,Nord Venture,VLCC,2022-11-27,2022-12-03,2022-12-07,2022-12-03,2022-12-30,Ras Tanura,Saudi Arabia,AG,Rotterdam,Netherlands,NWE,Basrah Light,276119,Chevron Products,N,Singapore,27,7
VYG1294,9590000,Nord Venture,VLCC,2023-01-03,2023-01-08,2023-01-12,2023-01-10,2023-02-07,Ras Tanura,Saudi Arabia,AG,Antwerp,Belgium,NWE,Basrah Light,273357,Chevron Products,N,Antwerp,28,6
VYG1295,9590000,Nord Venture,VLCC,2023-02-16,2023-02-21,2023-02-25,2023-02-21,2023-03-08,Bonny,Nigeria,WAF,Qingdao,China,FEA,Forcados,285332,Mercuria Energy,N,Antwerp,15,5
VYG1296,9590000,Nord Venture,VLCC,2023-03-14,2023-03-17,2023-03-21,2023-03-18,2023-04-01,Bonny,Nigeria,WAF,Singapore,Singapore,SEA,Forcados,287738,Saudi Aramco Trading,N,Antwerp,14,11
VYG1297,9590000,Nord Venture,VLCC,2023-04-10,2023-04-13,2023-04-17,2023-04-15,2023-05-06,Ruwais,UAE,AG,Rotterdam,Netherlands,NWE,Arab Light,273399,Freepoint Commodities,N,Antwerp,21,4
VYG1298,9590000,Nord Venture,VLCC,2023-05-10,2023-05-14,2023-05-18,2023-05-16,2023-06-05,Escravos,Nigeria,WAF,Houston,USA,USGC,Bonny Light,291507,Mercuria Energy,N,Houston,20,7
VYG1299,9590000,Nord Venture,VLCC,2023-06-13,2023-06-18,2023-06-22,2023-06-20,2023-07-08,Kharg Island,Iran,AG,Ulsan,South Korea,FEA,Basrah Light,274685,Freepoint Commodities,N,Houston,18,5
VYG1300,9590000,Nord Venture,VLCC,2023-07-12,2023-07-19,2023-07-23,2023-07-21,2023-08-04,Ruwais,UAE,AG,Ulsan,South Korea,FEA,Arab Light,271293,Gunvor Group,N,Houston,14,10
VYG1301,9590000,Nord Venture,VLCC,2023-08-12,2023-08-19,2023-08-23,2023-08-19,2023-08-29,Basrah,Iraq,AG,Qingdao,China,FEA,Basrah Light,276057,Gunvor Group,N,Singapore,10,7
VYG1302,9590000,Nord Venture,VLCC,2023-09-06,2023-09-11,2023-09-15,2023-09-11,2023-10-03,Escravos,Nigeria,WAF,Ulsan,South Korea,FEA,Bonny Light,280677,BP Oil International,N,Rotterdam,22,9
VYG1303,9590000,Nord Venture,VLCC,2023-10-07,2023-10-09,2023-10-13,2023-10-10,2023-10-29,Ras Tanura,Saudi Arabia,AG,Ulsan,South Korea,FEA,Arab Light,268626,Litasco,N,Ulsan,19,7
VYG1304,9590000,Nord Venture,VLCC,2023-11-02,2023-11-07,2023-11-11,2023-11-07,2023-11-26,Kharg Island,Iran,AG,Ningbo,China,FEA,Arab Light,290470,Chevron Products,N,Antwerp,19,6
VYG1305,9590000,Nord Venture,VLCC,2023-12-01,2023-12-05,2023-12-09,2023-12-05,2023-12-31,Bonny,Nigeria,WAF,Singapore,Singapore,SEA,Bonny Light,264645,Mercuria Energy,N,Ulsan,26,8
VYG1306,9590000,Nord Venture,VLCC,2024-01-07,2024-01-14,2024-01-18,2024-01-16,2024-02-12,Escravos,Nigeria,WAF,Houston,USA,USGC,Forcados,275086,Freepoint Commodities,N,Rotterdam,27,9
VYG1307,9590000,Nord Venture,VLCC,2024-02-18,2024-02-20,2024-02-24,2024-02-20,2024-03-11,Basrah,Iraq,AG,Ningbo,China,FEA,Basrah Light,290809,Gunvor Group,N,Rotterdam,20,9
VYG1308,9590000,Nord Venture,VLCC,2024-03-15,2024-03-18,2024-03-22,2024-03-20,2024-04-09,Bonny,Nigeria,WAF,Ningbo,China,FEA,Bonny Light,263584,TotalEnergies Trading,N,Houston,20,6
VYG1309,9590000,Nord Venture,VLCC,2024-04-14,2024-04-21,2024-04-25,2024-04-23,2024-05-19,Kharg Island,Iran,AG,Houston,USA,USGC,Arab Light,264022,Gunvor Group,N,Antwerp,26,4
VYG1310,9590000,Nord Venture,VLCC,2024-05-28,2024-06-04,2024-06-08,2024-06-04,2024-06-28,Basrah,Iraq,AG,Rotterdam,Netherlands,NWE,Basrah Light,279149,Chevron Products,N,Singapore,24,8
VYG1311,9590000,Nord Venture,VLCC,2024-07-06,2024-07-10,2024-07-14,2024-07-12,2024-07-30,Ruwais,UAE,AG,Houston,USA,USGC,Arab Light,291108,Chevron Products,N,Ulsan,18,6
VYG1312,9590000,Nord Venture,VLCC,2024-08-04,2024-08-10,2024-08-14,2024-08-10,2024-08-30,Ras Tanura,Saudi Arabia,AG,Antwerp,Belgium,NWE,Basrah Light,265049,Litasco,N,Ulsan,20,6
VYG1313,9590000,Nord Venture,VLCC,2024-09-07,2024-09-14,2024-09-18,2024-09-14,2024-10-08,Basrah,Iraq,AG,Singapore,Singapore,SEA,Arab Light,291321,TotalEnergies Trading,N,Singapore,24,8
VYG1314,9590000,Nord Venture,VLCC,2024-10-17,2024-10-21,2024-10-25,2024-10-23,2024-11-14,Bonny,Nigeria,WAF,Qingdao,China,FEA,Forcados,278501,BP Oil International,N,Singapore,22,5
VYG1315,9590000,Nord Venture,VLCC,2024-11-20,2024-11-25,2024-11-29,2024-11-27,2024-12-24,Escravos,Nigeria,WAF,Qingdao,China,FEA,Bonny Light,283244,BP Oil International,N,Antwerp,27,10
VYG1316,9590000,Nord Venture,VLCC,2024-12-30,2025-01-03,2025-01-07,2025-01-04,2025-01-31,Kharg Island,Iran,AG,Ulsan,South Korea,FEA,Iranian Heavy,273906,Equinor Trading,N,Ulsan,27,7
VYG1317,9591111,Nord Eagle,VLCC,2022-01-01,2022-01-03,2022-01-07,2022-01-05,2022-01-16,Kharg Island,Iran,AG,Singapore,Singapore,SEA,Basrah Light,278306,Litasco,N,Ulsan,11,5
VYG1318,9591111,Nord Eagle,VLCC,2022-01-25,2022-02-01,2022-02-05,2022-02-02,2022-02-13,Bonny,Nigeria,WAF,Ningbo,China,FEA,Bonny Light,271075,Castleton Commodities,N,Rotterdam,11,4
VYG1319,9591111,Nord Eagle,VLCC,2022-02-18,2022-02-25,2022-03-01,2022-02-27,2022-03-13,Kharg Island,Iran,AG,Antwerp,Belgium,NWE,Arab Light,293058,ExxonMobil Oil,N,Rotterdam,14,10
VYG1320,9591111,Nord Eagle,VLCC,2022-03-22,2022-03-24,2022-03-28,2022-03-24,2022-04-14,Basrah,Iraq,AG,Ulsan,South Korea,FEA,Iranian Heavy,266786,Equinor Trading,N,Antwerp,21,4
VYG1321,9591111,Nord Eagle,VLCC,2022-04-18,2022-04-21,2022-04-25,2022-04-21,2022-05-12,Ruwais,UAE,AG,Ulsan,South Korea,FEA,Basrah Light,281050,Vitol Group,N,Antwerp,21,9
VYG1322,9591111,Nord Eagle,VLCC,2022-05-19,2022-05-25,2022-05-29,2022-05-25,2022-06-14,Ras Tanura,Saudi Arabia,AG,Singapore,Singapore,SEA,Iranian Heavy,290890,BP Oil International,N,Ulsan,20,10
VYG1323,9591111,Nord Eagle,VLCC,2022-06-21,2022-06-28,2022-07-02,2022-06-28,2022-07-14,Escravos,Nigeria,WAF,Qingdao,China,FEA,Forcados,271680,Saudi Aramco Trading,N,Ulsan,16,7
VYG1324,9591111,Nord Eagle,VLCC,2022-07-20,2022-07-25,2022-07-29,2022-07-27,2022-08-22,Ras Tanura,Saudi Arabia,AG,Antwerp,Belgium,NWE,Iranian Heavy,281148,Chevron Products,N,Rotterdam,26,7
VYG1325,9591111,Nord Eagle,VLCC,2022-08-28,2022-08-31,2022-09-04,2022-09-01,2022-09-17,Ras Tanura,Saudi Arabia,AG,Antwerp,Belgium,NWE,Basrah Light,285132,Vitol Group,N,Singapore,16,5
VYG1326,9591111,Nord Eagle,VLCC,2022-09-23,2022-09-29,2022-10-03,2022-09-29,2022-10-24,Basrah,Iraq,AG,Singapore,Singapore,SEA,Basrah Light,293073,BP Oil International,N,Rotterdam,25,9
VYG1327,9591111,Nord Eagle,VLCC,2022-11-01,2022-11-04,2022-11-08,2022-11-06,2022-11-18,Ruwais,UAE,AG,Qingdao,China,FEA,Iranian Heavy,280518,TotalEnergies Trading,N,Singapore,12,4
VYG1328,9591111,Nord Eagle,VLCC,2022-11-25,2022-12-02,2022-12-06,2022-12-03,2022-12-18,Ruwais,UAE,AG,Ningbo,China,FEA,Arab Heavy,279266,Saudi Aramco Trading,N,Antwerp,15,11
VYG1329,9591111,Nord Eagle,VLCC,2022-12-27,2022-12-31,2023-01-04,2023-01-02,2023-01-13,Escravos,Nigeria,WAF,Houston,USA,USGC,Forcados,271741,BP Oil International,N,Houston,11,9
VYG1330,9591111,Nord Eagle,VLCC,2023-01-20,2023-01-25,2023-01-29,2023-01-25,2023-02-15,Escravos,Nigeria,WAF,Rotterdam,Netherlands,NWE,Forcados,291872,Shell Trading,N,Houston,21,11
VYG1331,9591111,Nord Eagle,VLCC,2023-02-20,2023-02-24,2023-02-28,2023-02-26,2023-03-09,Ras Tanura,Saudi Arabia,AG,Houston,USA,USGC,Basrah Light,284390,Chevron Products,N,Houston,11,9
VYG1332,9591111,Nord Eagle,VLCC,2023-03-17,2023-03-24,2023-03-28,2023-03-25,2023-04-13,Bonny,Nigeria,WAF,Ulsan,South Korea,FEA,Forcados,283875,Trafigura,N,Rotterdam,19,9
VYG1333,9591111,Nord Eagle,VLCC,2023-04-18,2023-04-22,2023-04-26,2023-04-23,2023-05-16,Ruwais,UAE,AG,Rotterdam,Netherlands,NWE,Basrah Light,293793,TotalEnergies Trading,N,Antwerp,23,9
VYG1334,9591111,Nord Eagle,VLCC,2023-05-22,2023-05-27,2023-05-31,2023-05-28,2023-06-19,Ruwais,UAE,AG,Houston,USA,USGC,Basrah Light,287050,BP Oil International,N,Houston,22,10
VYG1335,9591111,Nord Eagle,VLCC,2023-06-25,2023-06-29,2023-07-03,2023-06-30,2023-07-14,Ras Tanura,Saudi Arabia,AG,Antwerp,Belgium,NWE,Iranian Heavy,268827,Chevron Products,N,Houston,14,7
VYG1336,9591111,Nord Eagle,VLCC,2023-07-19,2023-07-23,2023-07-27,2023-07-24,2023-08-05,Bonny,Nigeria,WAF,Rotterdam,Netherlands,NWE,Forcados,273084,Freepoint Commodities,N,Ulsan,12,9
VYG1337,9591111,Nord Eagle,VLCC,2023-08-12,2023-08-14,2023-08-18,2023-08-14,2023-09-12,Escravos,Nigeria,WAF,Singapore,Singapore,SEA,Bonny Light,270829,Gunvor Group,N,Singapore,29,7
VYG1338,9591111,Nord Eagle,VLCC,2023-09-17,2023-09-20,2023-09-24,2023-09-21,2023-10-04,Ras Tanura,Saudi Arabia,AG,Ningbo,China,FEA,Arab Light,286195,Saudi Aramco Trading,N,Antwerp,13,11
VYG1339,9591111,Nord Eagle,VLCC,2023-10-13,2023-10-16,2023-10-20,2023-10-18,2023-11-04,Kharg Island,Iran,AG,Houston,USA,USGC,Basrah Light,269317,Gunvor Group,N,Singapore,17,7
VYG1340,9591111,Nord Eagle,VLCC,2023-11-09,2023-11-12,2023-11-16,2023-11-12,2023-11-29,Kharg Island,Iran,AG,Rotterdam,Netherlands,NWE,Arab Heavy,286101,Trafigura,N,Singapore,17,5
VYG1341,9591111,Nord Eagle,VLCC,2023-12-03,2023-12-05,2023-12-09,2023-12-06,2023-12-25,Kharg Island,Iran,AG,Ningbo,China,FEA,Arab Heavy,287394,Glencore Energy,N,Rotterdam,19,4
VYG1342,9591111,Nord Eagle,VLCC,2024-01-02,2024-01-05,2024-01-09,2024-01-06,2024-01-24,Kharg Island,Iran,AG,Houston,USA,USGC,Iranian Heavy,275740,Equinor Trading,N,Antwerp,18,10
VYG1343,9591111,Nord Eagle,VLCC,2024-01-29,2024-02-01,2024-02-05,2024-02-01,2024-02-20,Bonny,Nigeria,WAF,Ulsan,South Korea,FEA,Forcados,272131,Freepoint Commodities,N,Ulsan,19,11
VYG1344,9591111,Nord Eagle,VLCC,2024-02-28,2024-03-02,2024-03-06,2024-03-02,2024-03-15,Kharg Island,Iran,AG,Ulsan,South Korea,FEA,Arab Light,278088,Equinor Trading,N,Houston,13,6
VYG1345,9591111,Nord Eagle,VLCC,2024-03-23,2024-03-26,2024-03-30,2024-03-28,2024-04-14,Escravos,Nigeria,WAF,Singapore,Singapore,SEA,Forcados,287850,Chevron Products,N,Rotterdam,17,4
VYG1346,9591111,Nord Eagle,VLCC,2024-04-23,2024-04-27,2024-05-01,2024-04-28,2024-05-20,Basrah,Iraq,AG,Ningbo,China,FEA,Arab Light,294944,Trafigura,N,Houston,22,9
VYG1347,9591111,Nord Eagle,VLCC,2024-05-26,2024-05-31,2024-06-04,2024-06-01,2024-06-28,Ruwais,UAE,AG,Rotterdam,Netherlands,NWE,Arab Light,288702,Gunvor Group,N,Ulsan,27,6
VYG1348,9591111,Nord Eagle,VLCC,2024-07-04,2024-07-10,2024-07-14,2024-07-10,2024-08-03,Ras Tanura,Saudi Arabia,AG,Qingdao,China,FEA,Arab Light,279758,Chevron Products,N,Antwerp,24,4
VYG1349,9591111,Nord Eagle,VLCC,2024-08-09,2024-08-13,2024-08-17,2024-08-14,2024-09-04,Bonny,Nigeria,WAF,Ulsan,South Korea,FEA,Forcados,290062,Chevron Products,N,Antwerp,21,11
VYG1350,9591111,Nord Eagle,VLCC,2024-09-08,2024-09-14,2024-09-18,2024-09-14,2024-09-27,Escravos,Nigeria,WAF,Rotterdam,Netherlands,NWE,Forcados,294824,Castleton Commodities,N,Antwerp,13,10
VYG1351,9591111,Nord Eagle,VLCC,2024-10-05,2024-10-12,2024-10-16,2024-10-12,2024-11-08,Escravos,Nigeria,WAF,Antwerp,Belgium,NWE,Forcados,276970,Chevron Products,N,Houston,27,9
VYG1352,9591111,Nord Eagle,VLCC,2024-11-13,2024-11-19,2024-11-23,2024-11-20,2024-12-12,Bonny,Nigeria,WAF,Antwerp,Belgium,NWE,Bonny Light,281645,Equinor Trading,N,Rotterdam,22,11
VYG1353,9591111,Nord Eagle,VLCC,2024-12-19,2024-12-22,2024-12-26,2024-12-22,2025-01-04,Basrah,Iraq,AG,Qingdao,China,FEA,Arab Light,266624,Saudi Aramco Trading,N,Singapore,13,9
VYG1354,9592222,Nord Crown,Suezmax,2022-01-01,2022-01-07,2022-01-11,2022-01-08,2022-01-19,Bonny,Nigeria,WAF,Antwerp,Belgium,NWE,Forcados,139374,Equinor Trading,N,Antwerp,11,10
VYG1355,9592222,Nord Crown,Suezmax,2022-01-27,2022-01-30,2022-02-03,2022-01-30,2022-02-25,Mongstad,Norway,NS,Trieste,Italy,MED,Brent Blend,150555,Gunvor Group,N,Ulsan,26,10
VYG1356,9592222,Nord Crown,Suezmax,2022-03-01,2022-03-04,2022-03-08,2022-03-06,2022-04-04,Djeno,Congo,WAF,Augusta,Italy,MED,Forcados,140681,Glencore Energy,N,Ulsan,29,10
