port_call_id,voyage_id,port,port_type,call_date,agency_fee,pilotage,towage,port_dues,mooring,canal_transit,currency,usd_fx_rate
PC1212-D,VYG1212,Rotterdam,discharge,2022-02-14,5751.89,2248.36,4101.18,6248.17,1415.44,0.0,EUR,1.09
PC1213-L,VYG1213,Sullom Voe,load,2022-02-24,5888.11,2109.01,2537.25,4707.66,747.51,0.0,EUR,1.09
PC1213-D,VYG1213,Corpus Christi,discharge,2022-03-16,6564.41,2278.0,3284.75,3850.64,1099.2,0.0,SGD,0.74
PC1214-L,VYG1214,Mongstad,load,2022-03-24,4972.19,1421.65,4780.68,3911.76,865.48,0.0,EUR,1.09
PC1214-D,VYG1214,Trieste,discharge,2022-04-06,3788.01,2380.68,4151.07,6861.92,434.98,0.0,AED,0.27
PC1215-L,VYG1215,Novorossiysk,load,2022-04-13,6679.55,2720.63,2577.53,3038.62,711.25,0.0,EUR,1.09
PC1215-D,VYG1215,Rotterdam,discharge,2022-05-04,6311.9,1788.54,3249.96,5870.75,1362.02,0.0,EUR,1.09
PC1216-L,VYG1216,Mongstad,load,2022-05-12,5493.95,2832.03,2159.53,6840.69,688.23,0.0,AED,0.27
PC1216-D,VYG1216,Fos-sur-Mer,discharge,2022-05-25,3496.89,3336.31,2266.18,2655.42,1084.07,0.0,AED,0.27
PC1217-L,VYG1217,Sullom Voe,load,2022-06-04,4214.38,1431.37,3770.89,6171.6,1272.98,0.0,EUR,1.09
PC1217-D,VYG1217,Rotterdam,discharge,2022-06-22,3599.1,2388.52,4571.52,2793.47,611.35,0.0,SGD,0.74
PC1218-L,VYG1218,Primorsk,load,2022-07-05,3022.42,2315.67,2239.97,5975.3,1463.97,0.0,USD,1.0
PC1218-D,VYG1218,Trieste,discharge,2022-07-31,3799.65,2596.96,2304.58,1985.07,1233.83,0.0,EUR,1.09
PC1219-L,VYG1219,Sullom Voe,load,2022-08-17,4648.08,3269.74,3519.14,2773.11,884.91,0.0,USD,1.0
PC1219-D,VYG1219,Antwerp,discharge,2022-09-02,3777.56,3114.35,4109.07,3811.33,973.1,0.0,USD,1.0
PC1220-L,VYG1220,Mongstad,load,2022-09-16,5535.04,2899.26,1808.55,2010.56,506.0,0.0,AED,0.27
PC1220-D,VYG1220,Augusta,discharge,2022-09-27,4501.15,2184.76,2020.67,4206.35,875.7,0.0,USD,1.0
PC1221-L,VYG1221,Novorossiysk,load,2022-10-10,3424.24,3201.65,3763.45,4078.56,949.47,0.0,EUR,1.09
PC1221-D,VYG1221,Augusta,discharge,2022-10-28,4196.81,3060.79,3672.56,4679.49,1405.97,0.0,USD,1.0
PC1222-L,VYG1222,Bonny,load,2022-11-09,6169.72,2966.93,2356.46,2748.48,1156.48,0.0,USD,1.0
PC1222-D,VYG1222,Antwerp,discharge,2022-12-06,5588.65,2849.02,2619.01,3491.61,931.31,359669.18,EUR,1.09
PC1223-L,VYG1223,Bonny,load,2022-12-16,4043.7,2638.09,4319.35,4550.35,1194.56,0.0,EUR,1.09
PC1223-D,VYG1223,Corpus Christi,discharge,2023-01-07,4935.98,2741.09,2354.05,6057.8,1184.76,0.0,AED,0.27
PC1224-L,VYG1224,Primorsk,load,2023-01-18,4017.55,2386.49,4728.34,3293.14,1208.32,0.0,EUR,1.09
PC1224-D,VYG1224,Augusta,discharge,2023-02-11,6606.61,3087.71,3019.06,5314.06,1497.37,0.0,EUR,1.09
PC1225-L,VYG1225,Primorsk,load,2023-02-20,5154.45,1389.96,1677.79,6348.61,855.37,0.0,AED,0.27
PC1225-D,VYG1225,Rotterdam,discharge,2023-03-21,3943.0,1915.74,4359.44,4511.98,1358.07,0.0,USD,1.0
PC1226-L,VYG1226,Bonny,load,2023-04-07,5781.55,3331.27,4853.36,3321.53,1121.4,0.0,SGD,0.74
PC1226-D,VYG1226,Trieste,discharge,2023-04-28,3090.71,3369.9,2489.79,5639.43,1336.21,0.0,AED,0.27
PC1227-L,VYG1227,Novorossiysk,load,2023-05-12,3617.75,3046.21,1552.79,4380.5,910.07,0.0,USD,1.0
PC1227-D,VYG1227,Trieste,discharge,2023-06-10,4422.41,2455.23,4952.57,3730.82,1031.23,0.0,SGD,0.74
PC1228-L,VYG1228,Bonny,load,2023-06-21,6318.44,2876.97,1660.1,7210.1,429.38,0.0,USD,1.0
PC1228-D,VYG1228,Trieste,discharge,2023-07-15,5230.99,2430.3,4468.74,2722.04,579.36,0.0,USD,1.0
PC1229-L,VYG1229,Mongstad,load,2023-07-29,5846.27,1467.88,3274.91,6017.15,1112.57,0.0,USD,1.0
PC1229-D,VYG1229,Corpus Christi,discharge,2023-08-22,3806.61,1816.95,5156.47,4418.32,426.9,0.0,AED,0.27
PC1230-L,VYG1230,Mongstad,load,2023-09-01,3840.44,1903.9,5271.41,3593.54,406.49,0.0,EUR,1.09
PC1230-D,VYG1230,Augusta,discharge,2023-09-19,4945.34,1318.95,2538.99,7490.3,1172.91,0.0,SGD,0.74
PC1231-L,VYG1231,Novorossiysk,load,2023-09-28,3204.18,2144.03,2153.17,2577.97,1040.05,0.0,USD,1.0
PC1231-D,VYG1231,Augusta,discharge,2023-10-09,4917.97,2808.88,4867.69,3277.09,1419.65,0.0,EUR,1.09
PC1232-L,VYG1232,Mongstad,load,2023-10-19,4964.44,1714.97,4692.46,2084.08,1008.91,0.0,SGD,0.74
PC1232-D,VYG1232,Trieste,discharge,2023-11-15,5731.44,1762.75,4759.15,3240.94,1325.72,0.0,SGD,0.74
PC1233-L,VYG1233,Novorossiysk,load,2023-12-03,3309.19,1491.44,2941.71,6708.75,540.05,0.0,EUR,1.09
PC1233-D,VYG1233,Rotterdam,discharge,2023-12-17,6310.82,1649.19,3211.11,3876.28,510.15,0.0,USD,1.0
PC1234-L,VYG1234,Novorossiysk,load,2023-12-28,6570.23,2120.28,4106.91,5133.6,943.61,0.0,EUR,1.09
PC1234-D,VYG1234,Corpus Christi,discharge,2024-01-12,5335.78,3160.25,4140.74,4891.85,1105.73,0.0,USD,1.0
PC1235-L,VYG1235,Primorsk,load,2024-01-25,5297.42,2108.85,3859.94,4389.5,1232.77,0.0,EUR,1.09
PC1235-D,VYG1235,Fos-sur-Mer,discharge,2024-02-14,6662.9,3299.3,4598.1,5283.27,1223.41,0.0,EUR,1.09
PC1236-L,VYG1236,Primorsk,load,2024-02-27,3683.98,2212.58,2475.85,1903.08,1469.08,0.0,USD,1.0
PC1236-D,VYG1236,Corpus Christi,discharge,2024-03-14,6267.16,2290.96,2463.97,5798.64,867.99,0.0,EUR,1.09
PC1237-L,VYG1237,Bonny,load,2024-03-26,6039.28,3388.91,2821.54,3264.21,678.81,0.0,EUR,1.09
PC1237-D,VYG1237,,discharge,2024-04-18,3364.94,2020.54,1572.3,2529.67,683.68,0.0,AED,0.27
PC1238-L,VYG1238,Mongstad,load,2024-05-05,3615.48,2784.68,1904.44,6776.2,626.53,0.0,EUR,1.09
PC1238-D,VYG1238,Corpus Christi,discharge,2024-05-22,3422.36,1152.84,4200.61,3333.22,952.4,0.0,AED,0.27
PC1239-L,VYG1239,Sullom Voe,load,2024-06-01,3433.75,3356.77,1978.95,4210.71,1339.03,0.0,USD,1.0
PC1239-D,VYG1239,Augusta,discharge,2024-06-21,3935.74,1733.36,4552.01,3427.7,379.91,0.0,EUR,1.09
PC1240-L,VYG1240,Sullom Voe,load,2024-07-03,4625.14,1158.33,4933.55,5509.58,1035.47,0.0,SGD,0.74
PC1240-D,VYG1240,Rotterdam,discharge,2024-07-21,3772.65,2711.88,4057.66,2224.95,1372.02,0.0,USD,1.0
PC1241-L,VYG1241,Primorsk,load,2024-08-06,5195.79,2920.98,2496.98,2572.9,1170.43,0.0,SGD,0.74
PC1241-D,VYG1241,Fos-sur-Mer,discharge,2024-08-30,6003.62,2002.44,1595.91,6506.47,609.55,0.0,AED,0.27
PC1242-L,VYG1242,Mongstad,load,2024-09-11,4290.35,2549.8,1883.16,2290.11,405.71,0.0,EUR,1.09
PC1242-D,VYG1242,Trieste,discharge,2024-10-04,6466.01,1833.73,3995.15,7472.51,1133.15,0.0,EUR,1.09
PC1243-L,VYG1243,Mongstad,load,2024-10-13,4991.19,2307.28,2926.39,5272.09,1460.1,0.0,EUR,1.09
PC1243-D,VYG1243,Antwerp,discharge,2024-11-03,5981.63,2088.75,2758.88,6875.29,530.1,0.0,EUR,1.09
PC1244-L,VYG1244,Bonny,load,2024-11-16,6213.44,1706.47,4202.2,6438.48,915.67,0.0,USD,1.0
PC1244-D,VYG1244,,discharge,2024-12-07,3737.6,3039.18,2890.95,3695.18,952.98,0.0,USD,1.0
PC1245-L,VYG1245,Mongstad,load,2024-12-19,4652.16,2673.7,2023.45,4344.98,1384.29,0.0,EUR,1.09
PC1245-D,VYG1245,Antwerp,discharge,2025-01-14,3149.17,2163.58,3994.67,6898.9,1047.65,0.0,AED,0.27
PC1246-L,VYG1246,Novorossiysk,load,2022-01-04,6227.19,1662.19,2885.77,7333.93,1402.2,0.0,EUR,1.09
PC1246-D,VYG1246,Fos-sur-Mer,discharge,2022-01-23,5205.49,2243.62,3262.43,2254.71,1409.57,0.0,USD,1.0
PC1247-L,VYG1247,Primorsk,load,2022-02-01,6202.91,2199.38,2604.52,3888.46,524.97,0.0,AED,0.27
PC1247-D,VYG1247,Corpus Christi,discharge,2022-02-23,5833.53,2430.34,2430.73,5498.95,1509.45,0.0,AED,0.27
PC1248-L,VYG1248,Primorsk,load,2022-03-06,3535.85,2204.52,3427.61,2875.75,994.65,0.0,EUR,1.09
PC1248-D,VYG1248,Trieste,discharge,2022-03-27,5389.58,1511.89,2126.44,6840.67,741.43,0.0,EUR,1.09
PC1249-L,VYG1249,Primorsk,load,2022-04-07,5482.94,2591.58,4750.16,6171.06,1350.0,0.0,EUR,1.09
PC1249-D,VYG1249,Augusta,discharge,2022-04-19,5463.32,2183.75,3042.0,4096.09,864.49,0.0,AED,0.27
PC1250-L,VYG1250,Novorossiysk,load,2022-05-01,3562.35,2125.1,3026.21,2115.45,699.73,0.0,USD,1.0
PC1250-D,VYG1250,Rotterdam,discharge,2022-05-15,5948.98,2479.27,4623.64,5037.12,1365.53,0.0,USD,1.0
PC1251-L,VYG1251,Primorsk,load,2022-05-26,6118.26,1376.05,5278.52,2001.46,1069.7,0.0,USD,1.0
PC1251-D,VYG1251,Trieste,discharge,2022-06-24,6104.63,1913.36,3827.85,3998.87,453.04,0.0,USD,1.0
PC1252-L,VYG1252,Sullom Voe,load,2022-07-06,3099.1,1368.18,1910.57,5429.28,988.08,0.0,EUR,1.09
PC1252-D,VYG1252,Corpus Christi,discharge,2022-07-22,4812.61,2741.42,1597.83,3474.82,1277.33,0.0,EUR,1.09
PC1253-L,VYG1253,Bonny,load,2022-07-30,6554.91,2158.17,1845.69,6509.36,1401.28,0.0,USD,1.0
PC1253-D,VYG1253,Corpus Christi,discharge,2022-08-22,4652.36,1709.72,1701.89,5315.39,1429.68,0.0,EUR,1.09
PC1254-L,VYG1254,Novorossiysk,load,2022-09-08,5665.24,1879.67,3997.74,6701.06,930.54,0.0,EUR,1.09
PC1254-D,VYG1254,Fos-sur-Mer,discharge,2022-10-06,6209.04,2051.39,2869.27,5268.85,917.72,0.0,EUR,1.09
PC1255-L,VYG1255,Mongstad,load,2022-10-20,6812.26,2337.7,3009.83,4187.53,1013.46,0.0,EUR,1.09
PC1255-D,VYG1255,Corpus Christi,discharge,2022-11-08,4427.16,2812.69,2992.54,4125.5,1092.85,0.0,USD,1.0
PC1256-L,VYG1256,Mongstad,load,2022-11-24,3299.91,2657.32,3469.06,4521.57,1210.47,0.0,AED,0.27
PC1256-D,VYG1256,Corpus Christi,discharge,2022-12-10,5973.31,3096.4,2970.08,3797.13,1204.83,0.0,EUR,1.09
PC1257-L,VYG1257,Primorsk,load,2022-12-19,5296.92,2603.14,3662.84,6359.65,601.88,0.0,USD,1.0
PC1257-D,VYG1257,Augusta,discharge,2022-12-29,5196.9,1513.63,3094.47,5734.63,950.37,0.0,EUR,1.09
PC1258-L,VYG1258,Mongstad,load,2023-01-07,4521.77,3185.43,4495.83,4942.84,1475.89,0.0,EUR,1.09
PC1258-D,VYG1258,Rotterdam,discharge,2023-01-31,4693.4,2962.57,2177.09,3559.97,772.13,0.0,USD,1.0
PC1259-L,VYG1259,Mongstad,load,2023-02-11,3472.31,2304.15,2270.33,5563.24,601.94,0.0,EUR,1.09
PC1259-D,VYG1259,Antwerp,discharge,2023-03-09,3540.11,3378.9,4056.59,7301.26,946.7,0.0,EUR,1.09
PC1260-L,VYG1260,Primorsk,load,2023-03-18,3194.71,2471.05,3673.59,2002.78,1373.76,0.0,AED,0.27
PC1260-D,VYG1260,Trieste,discharge,2023-04-07,5443.22,2862.79,3426.7,5472.48,679.42,0.0,SGD,0.74
PC1261-L,VYG1261,Primorsk,load,2023-04-18,6799.4,2071.66,2155.59,2238.18,1114.93,0.0,USD,1.0
PC1261-D,VYG1261,Augusta,discharge,2023-05-13,6836.29,3210.33,4224.73,7612.6,1214.59,0.0,AED,0.27
PC1262-L,VYG1262,Sullom Voe,load,2023-05-23,4367.13,2532.8,1839.11,3191.34,863.5,0.0,SGD,0.74
PC1262-D,VYG1262,Augusta,discharge,2023-06-14,3840.3,3343.05,5349.79,4049.55,1198.95,0.0,EUR,1.09
PC1263-L,VYG1263,Novorossiysk,load,2023-06-23,4629.79,1470.87,2824.89,3258.55,760.62,0.0,USD,1.0
PC1263-D,VYG1263,Trieste,discharge,2023-07-06,3890.92,1408.39,2366.81,7124.77,481.34,0.0,USD,1.0
PC1264-L,VYG1264,Sullom Voe,load,2023-07-22,4311.57,2365.43,2892.3,4892.91,433.27,0.0,EUR,1.09
PC1264-D,VYG1264,Fos-sur-Mer,discharge,2023-08-20,5552.85,2446.0,4143.7,5178.4,886.92,0.0,EUR,1.09
PC1265-L,VYG1265,Primorsk,load,2023-09-03,4408.88,1670.8,3450.26,2066.47,760.81,0.0,SGD,0.74
PC1265-D,VYG1265,Trieste,discharge,2023-10-02,5665.18,1400.05,1774.42,5666.69,840.77,0.0,EUR,1.09
PC1266-L,VYG1266,Sullom Voe,load,2023-10-12,6140.33,3305.82,5201.99,4363.83,687.31,0.0,USD,1.0
PC1266-D,VYG1266,Corpus Christi,discharge,2023-11-09,5399.69,2594.84,3918.99,3766.89,456.65,0.0,USD,1.0
PC1267-L,VYG1267,Bonny,load,2023-11-23,3871.69,1505.16,2008.28,7242.8,399.26,0.0,SGD,0.74
PC1267-D,VYG1267,Trieste,discharge,2023-12-19,5373.79,3329.19,2913.54,4947.48,1183.48,0.0,USD,1.0
PC1268-L,VYG1268,Mongstad,load,2023-12-31,4282.48,2248.6,4665.56,6202.46,1313.05,0.0,EUR,1.09
PC1268-D,VYG1268,Corpus Christi,discharge,2024-01-17,6851.47,2001.75,4397.18,5382.68,1149.93,0.0,AED,0.27
PC1269-L,VYG1269,Primorsk,load,2024-01-28,5902.85,2874.38,4928.69,3925.27,1134.84,0.0,EUR,1.09
PC1269-D,VYG1269,Corpus Christi,discharge,2024-02-23,4141.11,2517.51,4412.84,6464.92,866.48,0.0,USD,1.0
PC1270-L,VYG1270,Sullom Voe,load,2024-03-02,5016.76,1917.85,2181.31,3414.64,1432.29,0.0,SGD,0.74
PC1270-D,VYG1270,Rotterdam,discharge,2024-03-15,4251.05,3391.95,2459.0,6074.33,1043.32,0.0,SGD,0.74
PC1271-L,VYG1271,Sullom Voe,load,2024-03-27,5738.0,2631.1,4242.54,7123.56,1031.32,0.0,USD,1.0
PC1271-D,VYG1271,Antwerp,discharge,2024-04-06,3326.75,1772.9,4248.17,4757.6,1014.17,0.0,USD,1.0
PC1272-L,VYG1272,Primorsk,load,2024-04-19,5353.56,2030.05,4499.93,6076.99,1204.78,0.0,SGD,0.74
PC1272-D,VYG1272,Corpus Christi,discharge,2024-05-15,5808.69,3197.82,3815.67,7477.33,520.4,0.0,EUR,1.09
PC1273-L,VYG1273,Novorossiysk,load,2024-06-01,5489.18,2798.93,3362.68,3573.86,1015.88,0.0,EUR,1.09
PC1273-D,VYG1273,Corpus Christi,discharge,2024-06-12,4464.87,3240.99,2901.04,2926.98,1046.18,0.0,USD,1.0
PC1274-L,VYG1274,Bonny,load,2024-06-22,4584.64,1370.57,3698.56,5009.28,582.51,0.0,AED,0.27
PC1274-D,VYG1274,Augusta,discharge,2024-07-02,5357.61,2454.93,4498.85,3995.69,669.41,0.0,USD,1.0
PC1275-L,VYG1275,Mongstad,load,2024-07-11,6713.01,2440.8,1637.37,6635.76,609.61,0.0,USD,1.0
PC1275-D,VYG1275,Augusta,discharge,2024-07-24,6079.81,2771.87,5247.12,7468.75,698.91,0.0,SGD,0.74
PC1276-L,VYG1276,Sullom Voe,load,2024-08-03,6004.72,1878.77,3945.26,5353.71,446.06,0.0,SGD,0.74
PC1276-D,VYG1276,Corpus Christi,discharge,2024-08-17,3086.53,1282.86,2023.78,3398.17,1426.33,0.0,AED,0.27
PC1277-L,VYG1277,Sullom Voe,load,2024-09-01,5054.76,2982.85,4746.86,6142.59,833.43,0.0,AED,0.27
PC1277-D,VYG1277,Augusta,discharge,2024-09-15,6378.13,2856.71,4382.08,7100.72,1071.8,0.0,AED,0.27
PC1278-L,VYG1278,Novorossiysk,load,2024-09-25,5092.87,3197.37,3275.44,6583.2,445.26,0.0,AED,0.27
PC1278-D,VYG1278,Rotterdam,discharge,2024-10-06,3071.61,2365.07,1815.51,7531.79,389.66,0.0,AED,0.27
PC1279-L,VYG1279,Sullom Voe,load,2024-10-20,5819.57,1709.78,5242.28,4110.53,414.71,0.0,EUR,1.09
PC1279-D,VYG1279,Rotterdam,discharge,2024-11-14,3169.92,2422.76,5315.73,7550.36,771.2,0.0,EUR,1.09
PC1280-L,VYG1280,Bonny,load,2024-11-27,4917.03,1381.05,3535.01,5364.95,672.05,0.0,USD,1.0
PC1280-D,VYG1280,Antwerp,discharge,2024-12-11,6515.49,1152.2,2410.91,3123.7,525.8,384059.45,USD,1.0
PC1281-L,VYG1281,Mongstad,load,2024-12-22,3703.39,2589.6,1927.0,6163.22,1403.41,0.0,AED,0.27
PC1281-D,VYG1281,Trieste,discharge,2025-01-17,6618.59,2668.4,2290.02,2407.12,650.16,0.0,EUR,1.09
PC1282-L,VYG1282,Basrah,load,2022-01-07,17502.11,8715.58,7767.06,9820.96,2513.16,0.0,SGD,0.74
PC1282-D,VYG1282,Houston,discharge,2022-01-22,10844.1,8818.79,6170.8,10466.89,2272.86,0.0,EUR,1.09
PC1283-L,VYG1283,Ras Tanura,load,2022-02-05,9188.97,5261.64,12483.53,7058.05,2733.72,0.0,AED,0.27
PC1283-D,VYG1283,Singapore,discharge,2022-02-17,11985.93,3996.4,4095.87,9039.48,1177.58,0.0,USD,1.0
PC1284-L,VYG1284,Basrah,load,2022-03-01,11689.23,7808.85,11122.21,19082.68,2265.84,0.0,AED,0.27
PC1284-D,VYG1284,Houston,discharge,2022-03-11,14977.49,6945.44,6129.33,9490.05,2572.23,0.0,EUR,1.09
PC1285-L,VYG1285,Kharg Island,load,2022-03-23,15860.13,5732.4,6235.57,19769.31,1337.76,0.0,SGD,0.74
PC1285-D,VYG1285,Rotterdam,discharge,2022-04-14,15983.19,7979.81,11869.51,8068.41,2878.43,442501.11,EUR,1.09
PC1286-L,VYG1286,Bonny,load,2022-04-26,15463.71,7424.29,6670.88,7665.35,1971.14,0.0,AED,0.27
PC1286-D,VYG1286,Singapore,discharge,2022-05-11,12713.12,6399.73,12287.04,16425.28,3008.26,0.0,USD,1.0
PC1287-L,VYG1287,Ras Tanura,load,2022-05-22,10563.99,5834.13,7305.33,8467.1,1023.86,0.0,EUR,1.09
PC1287-D,VYG1287,Antwerp,discharge,2022-06-12,10490.75,6388.54,4592.2,8997.41,1126.75,337708.53,USD,1.0
PC1288-L,VYG1288,Escravos,load,2022-06-23,14318.08,6366.41,7325.63,7161.95,3847.93,0.0,AED,0.27
PC1288-D,VYG1288,Rotterdam,discharge,2022-07-09,13751.63,7027.52,9251.4,16984.01,3664.55,0.0,EUR,1.09
PC1289-L,VYG1289,Bonny,load,2022-07-23,11748.26,7092.55,6256.88,14679.31,2182.82,0.0,SGD,0.74
PC1289-D,VYG1289,Ningbo,discharge,2022-08-13,8014.03,8674.95,12599.85,9300.13,3966.65,0.0,EUR,1.09
PC1290-L,VYG1290,Kharg Island,load,2022-08-30,11096.8,5714.71,12429.17,9505.15,2335.94,0.0,EUR,1.09
PC1290-D,VYG1290,Ningbo,discharge,2022-09-12,14558.17,3757.59,8168.68,9576.87,3010.12,0.0,USD,1.0
PC1291-L,VYG1291,Basrah,load,2022-09-28,9297.3,4367.08,11039.67,7294.41,2250.95,0.0,AED,0.27
PC1291-D,VYG1291,Ulsan,discharge,2022-10-15,15027.95,7542.19,4915.82,17661.4,3150.77,0.0,USD,1.0
PC1292-L,VYG1292,Ruwais,load,2022-10-24,11316.99,7532.26,11207.77,13919.95,2657.61,0.0,AED,0.27
PC1292-D,VYG1292,Ulsan,discharge,2022-11-21,15244.72,8935.59,9720.29,17016.56,3211.27,0.0,AED,0.27
PC1293-L,VYG1293,Ras Tanura,load,2022-12-03,16447.7,8668.97,5891.29,7432.02,2740.66,0.0,EUR,1.09
PC1293-D,VYG1293,Rotterdam,discharge,2022-12-30,13615.85,7736.33,13228.36,11186.16,3132.77,356380.16,SGD,0.74
PC1294-L,VYG1294,Ras Tanura,load,2023-01-10,9901.54,6165.93,4189.93,12472.55,2618.44,0.0,SGD,0.74
PC1294-D,VYG1294,Antwerp,discharge,2023-02-07,14398.22,5116.04,4030.26,6687.41,3893.05,405025.71,EUR,1.09
PC1295-L,VYG1295,Bonny,load,2023-02-21,17108.51,4917.56,6544.61,11469.27,3049.35,0.0,USD,1.0
PC1295-D,VYG1295,Qingdao,discharge,2023-03-08,11491.15,3381.07,7974.43,8849.44,1961.62,0.0,SGD,0.74
PC1296-L,VYG1296,Bonny,load,2023-03-18,9565.38,6906.69,9204.53,9002.53,2643.84,0.0,USD,1.0
PC1296-D,VYG1296,Singapore,discharge,2023-04-01,12840.9,7724.01,13469.44,6913.66,3627.4,0.0,EUR,1.09
PC1297-L,VYG1297,Ruwais,load,2023-04-15,14947.65,7107.62,7691.39,10090.9,1010.14,0.0,EUR,1.09
PC1297-D,VYG1297,Rotterdam,discharge,2023-05-06,17703.24,6594.77,7969.8,13068.82,1114.1,0.0,EUR,1.09
PC1298-L,VYG1298,Escravos,load,2023-05-16,9671.6,6695.23,9081.67,16694.08,2956.39,0.0,USD,1.0
PC1298-D,VYG1298,Houston,discharge,2023-06-05,13920.93,7838.98,4651.41,15260.88,3125.79,0.0,SGD,0.74
PC1299-L,VYG1299,Kharg Island,load,2023-06-20,10679.96,4146.07,6097.6,7918.97,2554.2,0.0,SGD,0.74
PC1299-D,VYG1299,Ulsan,discharge,2023-07-08,9293.89,6909.34,5017.11,5367.32,1944.82,0.0,AED,0.27
PC1300-L,VYG1300,Ruwais,load,2023-07-21,9852.47,8872.43,6983.1,8275.42,1579.71,0.0,EUR,1.09
PC1300-D,VYG1300,Ulsan,discharge,2023-08-04,11660.27,6590.86,11740.66,10398.85,2858.73,0.0,USD,1.0
PC1301-L,VYG1301,Basrah,load,2023-08-19,12735.13,8025.11,9625.81,9286.05,3090.02,0.0,USD,1.0
PC1301-D,VYG1301,Qingdao,discharge,2023-08-29,16092.64,5754.03,13779.49,18065.21,1580.26,0.0,USD,1.0
PC1302-L,VYG1302,Escravos,load,2023-09-11,15761.77,6561.67,9285.79,12624.35,3536.5,0.0,AED,0.27
PC1302-D,VYG1302,Ulsan,discharge,2023-10-03,14014.67,6184.73,4458.68,11646.38,3699.3,0.0,EUR,1.09
PC1303-L,VYG1303,Ras Tanura,load,2023-10-10,15016.58,3283.69,12754.32,17284.01,2622.45,0.0,SGD,0.74
PC1303-D,VYG1303,Ulsan,discharge,2023-10-29,8169.23,6332.08,4515.58,9740.31,2867.48,0.0,USD,1.0
PC1304-L,VYG1304,Kharg Island,load,2023-11-07,17014.94,5112.46,12516.24,18650.25,1056.04,0.0,AED,0.27
PC1304-D,VYG1304,Ningbo,discharge,2023-11-26,10324.98,7210.78,11491.31,10813.68,2950.46,0.0,EUR,1.09
PC1305-L,VYG1305,Bonny,load,2023-12-05,14027.44,7389.06,11112.01,6246.14,1464.92,0.0,AED,0.27
PC1305-D,VYG1305,Singapore,discharge,2023-12-31,9265.09,8537.58,13047.86,16848.11,1341.15,0.0,USD,1.0
PC1306-L,VYG1306,Escravos,load,2024-01-16,13651.1,4095.89,7632.61,8946.33,3463.55,0.0,EUR,1.09
PC1306-D,VYG1306,Houston,discharge,2024-02-12,9381.55,6831.23,13746.69,15203.78,1229.45,0.0,SGD,0.74
PC1307-L,VYG1307,Basrah,load,2024-02-20,16964.64,6812.75,8506.02,14796.08,3612.89,0.0,AED,0.27
PC1307-D,VYG1307,Ningbo,discharge,2024-03-11,12686.13,6146.68,8467.64,6048.28,3338.8,0.0,AED,0.27
PC1308-L,VYG1308,Bonny,load,2024-03-20,9202.36,5331.64,7815.77,9139.27,2192.8,0.0,SGD,0.74
PC1308-D,VYG1308,Ningbo,discharge,2024-04-09,14085.56,4835.87,5686.95,17920.24,3886.41,0.0,EUR,1.09
PC1309-L,VYG1309,Kharg Island,load,2024-04-23,12501.93,4929.04,4444.99,5515.75,2164.12,0.0,USD,1.0
PC1309-D,VYG1309,Houston,discharge,2024-05-19,17187.07,7335.02,7442.74,19390.56,2271.03,0.0,EUR,1.09
PC1310-L,VYG1310,Basrah,load,2024-06-04,10696.14,5521.07,6074.66,18162.68,2069.63,0.0,AED,0.27
PC1310-D,VYG1310,Rotterdam,discharge,2024-06-28,11811.2,8354.32,10354.32,12241.62,1387.12,391854.72,EUR,1.09
PC1311-L,VYG1311,Ruwais,load,2024-07-12,16905.71,6239.03,6804.86,18047.78,1155.57,0.0,EUR,1.09
PC1311-D,VYG1311,Houston,discharge,2024-07-30,11066.5,6179.5,7348.82,12070.01,1781.0,0.0,EUR,1.09
PC1312-L,VYG1312,Ras Tanura,load,2024-08-10,9238.83,3199.65,5539.29,19165.57,2708.03,0.0,EUR,1.09
PC1312-D,VYG1312,Antwerp,discharge,2024-08-30,11764.28,7202.18,5376.51,9081.0,2947.92,363123.22,USD,1.0
PC1313-L,VYG1313,Basrah,load,2024-09-14,12705.37,7569.75,12884.62,17234.92,1542.27,0.0,USD,1.0
PC1313-D,VYG1313,Singapore,discharge,2024-10-08,8855.27,3989.87,11756.4,18582.75,3751.17,0.0,EUR,1.09
PC1314-L,VYG1314,Bonny,load,2024-10-23,10908.94,7988.43,9299.94,17226.27,2627.46,0.0,USD,1.0
PC1314-D,VYG1314,Qingdao,discharge,2024-11-14,9395.87,3452.15,13481.71,11311.12,2037.88,0.0,SGD,0.74
PC1315-L,VYG1315,Escravos,load,2024-11-27,11485.94,5238.45,13360.3,5900.97,1348.14,0.0,USD,1.0
PC1315-D,VYG1315,Qingdao,discharge,2024-12-24,15790.54,6254.48,5250.13,5480.12,1661.55,0.0,USD,1.0
PC1316-L,VYG1316,Kharg Island,load,2025-01-04,10537.39,3064.71,6119.83,15967.62,3542.53,0.0,USD,1.0
PC1316-D,VYG1316,Ulsan,discharge,2025-01-31,16869.14,5303.89,7146.18,19864.59,3285.97,0.0,AED,0.27
PC1317-L,VYG1317,Kharg Island,load,2022-01-05,13418.1,4543.72,7237.1,12772.9,2635.0,0.0,SGD,0.74
PC1317-D,VYG1317,Singapore,discharge,2022-01-16,8163.91,8785.59,9788.58,13883.5,1639.86,0.0,EUR,1.09
PC1318-L,VYG1318,Bonny,load,2022-02-02,15702.04,7448.33,4968.08,13971.33,2984.5,0.0,AED,0.27
